UID,PID,title,speaker,date,categories,text,keyword_binary,relevance_1,sentiment_1,confidence_1,notes_1,relevance_2,sentiment_2,confidence_2,notes_2
688,688_130,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",PRESIDENT'S DUTIES,0,-,-,-,-,NP,-,-,-
688,688_131,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. Mr. President, I am Pamela Barrett of Walpole, New Hampshire. I would like to ask you this question: What do you do as a President, and may I shake your hand?",0,-,-,-,-,NP,-,-,-
688,688_132,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",THE PRESIDENT. Did I understand the question--what do I do as President? [Laughter],0,-,-,-,-,0,-,H,-
688,688_133,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Well, I spend about 14 hours a day at the job, but it is a complicated job, dealing with some 2,100,000 civilian workers, 2,100,000 military personnel, and making sure that our country is strong economically and internationally or in foreign policy. I have to deal with the Congress, and believe me, that is a problem. [Laughter] All except for Jim Cleveland over here.",0,-,-,-,-,0,-,H,-
688,688_134,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Now, if you would like, just stroll up here and I would be glad to shake hands with you.",0,-,-,-,-,0,-,H,-
688,688_135,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",[ The President shook hands with the questioner.],0,-,-,-,-,NP,-,-,-
688,688_136,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Let's do two more, and then we will call it quits. I enjoy it. It's great.",0,-,-,-,-,0,-,H,-
688,688_137,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",FORMER PRESIDENT RICHARD NIXON,0,-,-,-,-,NP,-,-,-
688,688_138,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. Mr. President, could you reiterate the justification of originally saying you would not pardon President Nixon and then going ahead and pardoning him?",0,-,-,-,-,NP,-,-,-
688,688_139,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",THE PRESIDENT. I didn't hear what you said.,0,-,-,-,-,0,-,H,-
688,688_140,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",Q. Would you please repeat why you first said you would not pardon President Nixon?,0,-,-,-,-,NP,-,-,-
688,688_141,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. I never said I wouldn't. I said that I did, and I thought it was right at the time and for good reasons, period.",0,-,-,-,-,0,-,H,-
688,688_142,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",REPUBLIC OF CHINA,0,-,-,-,-,NP,-,-,-
688,688_143,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. Mr. President, my name is Bob Croteau and I'm from Troy. I would like to know, you said you like good relations with the People's Republic of China. What about the Republic of China on Formosa?",0,-,-,-,-,NP,-,-,-
688,688_144,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. We have excellent relations with the Chinese Nationalist Government. I have been there. I know their top people. It has been a good ally. We have a defense treaty with them. They are good friends, and we are going to stick by them.",0,-,-,-,-,0,-,H,-
688,688_145,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",Q. When are you going to visit them again?,0,-,-,-,-,NP,-,-,-
688,688_146,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. Well, I am pretty busy right now. [Laughter]",0,-,-,-,-,0,-,H,-
688,688_147,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. I wish you good luck, Mr. President.",0,-,-,-,-,NP,-,-,-
688,688_148,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",REFLECTIONS ON THE PRESIDENCY,0,-,-,-,-,NP,-,-,-
688,688_149,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",THE PRESIDENT. One more and then we'll quit.,0,-,-,-,-,0,-,H,-
688,688_150,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. Mr. President, I would like to know if you like the job as President or if you would rather have another job, and why?",0,-,-,-,-,NP,-,-,-
688,688_151,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. Well, I really enjoy the job. I enjoy the challenge. I get up every morning--I can't wait to get to the office. [Laughter] That's true, that's true. I thoroughly enjoy it. And I like to go home and have dinner with Betty, but I like to stay and get the job done every day. It's a great challenge because we have problems, but they are solvable, and I enjoy the opportunity to work with people in trying to solve those problems. And I like the job, and that is why I am a candidate, and that is why I would appreciate your support next Tuesday and on November 2.",0,-,-,-,-,0,-,H,-
688,688_152,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",Thank you very much.,0,-,-,-,-,0,-,H,-
688,688_153,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","[It this point, the President left the main gymnasium and entered the girls' gymnasium where the overflow crowd had assembled. After being introduced by Mrs. Ford, the President continued answering questions. ]",0,-,-,-,-,NP,-,-,-
688,688_154,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","MRS. FORD. I appreciate how much it means to us that you have all been here and stayed here, and it gives me great pleasure to present the President of the United States. [Laughter]",0,-,-,-,-,NP,-,-,-
688,688_155,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. Those are kinder words than she usually gives me. [Laughter] Let me thank you all for coming, staying, and it is a great privilege and pleasure for both Betty and myself to come and see you all firsthand. And if I don't violate the rules of the house, can I take a couple of questions here? I'd be delighted to.",0,-,-,-,-,0,-,H,-
688,688_156,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",FEDERAL BUDGET,0,-,-,-,-,NP,-,-,-
688,688_157,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. Mr. President, what plans do you have for the next 4 years to balance the Federal budget?",0,-,-,-,-,NP,-,-,-
688,688_158,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. Well, in the budget that I submitted to the Congress in January, if the Congress holds the restraint on Federal spending that I have recommended, we can have a balanced budget in 3 years. The Federal budget has been growing at the rate of 11 percent per year for the last 10 years. In the budget that I submitted it cuts that in half--it cuts the growth in the Federal budget, expenditure-wise, by 50 percent.",0,-,-,-,-,0,-,H,-
688,688_159,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","And if we can, instead of going up like that, can cut it in half, we can have a balanced budget in 3 years, and that will include another tax cut. So, it is the kind of a budget that is, I think, responsible. It puts the main emphasis on the private sector, and it gets some of these uncontrollable programs in the Federal Government under control.",0,-,-,-,-,0,-,H,-
688,688_160,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",ENERGY CONSERVATION,0,-,-,-,-,NP,-,-,-
688,688_161,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. Mr. President, why didn't you take stronger leadership on the question of conservation, really lay it on the people, if you will? We have to start saving more of this energy--we are running out.",0,-,-,-,-,NP,-,-,-
688,688_162,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. Let me say that I think it is unfortunate that America has not done as well as most other major industrial countries throughout the world. I was looking at some statistics just yesterday. Virtually every Western European country since the oil embargo of 1973 has done better than we have in conservation. Now, the American people will always respond to a crisis, but, unfortunately, once the oil embargo was lifted the American people mainly went back to many of their old habits.",0,-,-,-,-,0,-,H,-
688,688_163,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Now, I do have to say this: Prior to the oil embargo, the rate of growth in energy use in this country was about 6 to 7 percent per year. At the present time, that has been cut to a rate of growth of about 1 percent, so we are doing better but, compared to many other countries, we are not doing as well as we should.",0,-,-,-,-,0,-,H,-
688,688_164,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Now, in order to conserve energy I have recommended to the Congress a number of proposals: One, to increase the efficiency of our automotive industry in the cars that they produce; another, to provide a tax incentive for people to insulate their homes, a proposal of $80 million to get individuals who were in the disadvantaged groups to have insulation provided by their Government so that we could save energy in that way. We are trying to get more utilization out of our railroad system rather than relying on the automobile and the airplane. We are doing some things, but I happen to agree with you that we ought to do better.",0,-,-,-,-,0,-,H,-
688,688_165,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. Mr. President, it is nice to see you here this evening. My question is, a few weeks ago the Boston Globe stated that Margaret Chase Smith of Maine said she was surprised that you were still in the running as a candidate, and she was wondering why you hadn't quit as yet and--",0,-,-,-,-,NP,-,-,-
688,688_166,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. Well, I was a little surprised myself--[laughter]--because I have always had very cordial and good relations with former Senator Smith. I admired her then, and I admire her now.",0,-,-,-,-,0,-,H,-
688,688_167,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","The reason I am running is because I think I am the only person with a moderate, middle-of-the-road political philosophy that can win as a Republican or as a Democrat, and I think it is vitally important for the future of America having somebody who is not on one side or the other.",0,-,-,-,-,0,-,H,-
688,688_168,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","I think it is important for a person who has a middle-of-the-road philosophy to win to give us the kind of strength at home and the kind of strength abroad that is needed, not only for our generation but for a lot of these kids I see here tonight.",0,-,-,-,-,0,-,H,-
688,688_169,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",FOREIGN AID,0,-,-,-,-,NP,-,-,-
688,688_170,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. Mr. President, how do you feel about foreign aid?",0,-,-,-,-,NP,-,-,-
688,688_171,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. How do I feel about foreign aid? Well, let me give you an example of how foreign aid was very helpful, and then I can give you some examples where it hasn't worked.",0,-,-,-,-,0,-,H,-
688,688_172,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","But I see some people in this audience who came back from World War II when Western Europe was devastated. And if it had not been rehabilitated, most of the Western European countries today would be under communism. But the United States contributed a substantial amount of money to the rebuilding of Western Europe, and the net result is we have freedom in those countries-France, West Germany, Belgium, Holland, and so forth. That was a good investment by America in a foreign aid program.",0,-,-,-,-,0,-,H,-
688,688_173,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Now, we have helped some other countries where the programs have been good. I think the Chinese Nationalist Government on Taiwan, we helped them. We are no longer helping them because they are on their own.",0,-,-,-,-,0,-,H,-
688,688_174,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Now, we have made some bad investments, too. So I think you have to realize that in programs that involve distant lands, different kinds of people, different kinds of societies, you will be successful one day and you may not be as successful the next.",0,-,-,-,-,0,-,H,-
688,688_175,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","I think the United States should have a responsible foreign aid program for two reasons: One, humanitarian. We ought to help people less well off than ourselves. Americans are generous, humane, and we ought to help them. Secondly, I think we ought to in order to help ourselves in the implementation and execution of our foreign policy.",0,-,-,-,-,0,-,H,-
688,688_176,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. Mr. President, I want to say two things before I ask a question. Number one, bring your wife with you on all your campaigns. She is a real asset to you.",0,-,-,-,-,NP,-,-,-
688,688_177,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. I agree. So are my kids, though, and I'm proud of them.",0,-,-,-,-,0,-,H,-
688,688_178,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",CLOSING OF MILITARY FACILITIES,0,-,-,-,-,NP,-,-,-
688,688_179,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. I have a good many questions. I think when people are well informed they do right, and you have done it straight with me, and I think you have done a good job.",0,-,-,-,-,NP,-,-,-
688,688_180,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","I have got a little question I would like to ask. We are thinking of phasing out Fort Devens. We have phased out almost all of our forts here in New England, and I think that you should consider thinking it over before you phase it out.",0,-,-,-,-,NP,-,-,-
688,688_181,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. Let me respond to that. The Department of Defense is always in the process of trying to analyze where they can get the best results from the utilization of facilities. Three years ago we had 3,500,000 men in the armed services; today we have 2,100,000, so we don't need as big a base. I'm not saying that Fort Devens is going to be closed or it won't be closed. All I'm saying is that the Department of Defense is analyzing the situation because first the Congress cut them $7 billion in the defense bill for this current fiscal year, and that is about 8 percent. I added money for next year but, nevertheless, I can assure you that Fort Devens or any other facilities will get a fair shake, but",0,-,-,-,-,0,-,H,-
688,688_182,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",the Defense Department will make the analysis.,0,-,-,-,-,0,-,H,-
688,688_183,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",Thank you very much.,0,-,-,-,-,0,-,H,-
688,688_184,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",All right. Two more. This young lady back here.,0,-,-,-,-,0,-,H,-
688,688_185,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",ANGOLA,0,-,-,-,-,NP,-,-,-
688,688_186,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. Mr. President, I would like to know what you feel should be our projected military involvement in Angola.",0,-,-,-,-,NP,-,-,-
688,688_187,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. I don't think our military involvement should be in Angola at all. I never proposed that one American soldier ever go to Angola. But I did say and I tried to convince the Congress that we ought to help in a very small way the two organizations that were fighting the MPLA [Popular Movement for the Liberation of Angola]. And those two organizations, UNITA [National Union for the Total Independence of Angola] and FNLA [National Front for the Liberation of Angola], had more Angolans in their organizations than the MPLA did, and they were winning until 12,000 Cubans and $200 million worth of Soviet arms went into the MPLA.",0,-,-,-,-,0,-,H,-
688,688_188,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","I am convinced that we should help people who want to help themselves, and we were anxious to help two out of three to give them arms for them to solve the problem themselves. The Congress wouldn't go for it and the net result is the Soviet Union and 12,000 Cuban Communist mercenaries are in effect running that country. I don't think that's good.",0,-,-,-,-,0,-,H,-
688,688_189,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",Q. How long do you want to be President? [Laughter],0,-,-,-,-,NP,-,-,-
688,688_190,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. Well, I would like to be President until January 20, 1981.",0,-,-,-,-,0,-,H,-
688,688_191,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",ENERGY RESEARCH AND DEVELOPMENT; NUCLEAR POWERPLANTS,0,-,-,-,-,NP,-,-,-
688,688_192,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. I need to ask you what your stand is on nuclear powerplants--the awareness of the internal large agencies supporting and regulating these plants. They're dangerous, they create, if nothing else, a lot of anxiety--some good in different ways. And it seems to be that there's some very economical and free ways to--",0,-,-,-,-,NP,-,-,-
688,688_193,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. Well, let me answer the latter part first. I know of no prospective energy source that our Government isn't supporting. I have increased the research and development in solar energy by about 40 percent, from about $80 million to $120 million in the next fiscal year. We have increased the money for geothermal research and development. We have put around $160 million into coal research so that we could make it cleaner and that we could make it a more productive fuel.",0,-,-,-,-,0,-,H,-
688,688_194,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","If you know a source of energy that we are not supporting, I would like to hear about it and we will look into it. But every scientist that can come up with a responsible source of energy for us to seek to develop, we have got money in it.",0,-,-,-,-,0,-,H,-
688,688_195,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Now, talking about nuclear energy, there is an agency or a commission called the Nuclear Regulatory Agency [Commission]. It has the responsibility of taking the applications for nuclear plants, analyzing the design and the construction, the site, and determining whether that plant should be built in that area. We now have roughly 50 nuclear plants in this country.",0,-,-,-,-,0,-,H,-
688,688_196,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","I saw some statistics the other day--and these are undisputed--that the chance of any nuclear accident to an individual is 1 in 2 billion, something like that, and the chances are far, far less according to the statistics than being struck by lightning. Now, that doesn't mean we cannot improve the safety, and I added to the budget for the next fiscal year a substantial amount of money to make nuclear reactors safer and to make them more reliable. I think we need nuclear energy under the right conditions, and they will only be approved by the Nuclear Regulatory Agency [Commission] if they are.",0,-,-,-,-,0,-,H,-
688,688_197,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",This lady has the last question.,0,-,-,-,-,0,-,H,-
688,688_198,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",STATE AND LOCAL DECISIONMAKING,0,-,-,-,-,NP,-,-,-
688,688_199,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","Q. Thank you, Mr. President.",0,-,-,-,-,NP,-,-,-
688,688_200,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",I am very much concerned about the rules and regulations that override our State laws. The people who make the rules and regulations are not answerable to our people because they are not elected officials. Is there some way that you could set up a legislative subcommittee to oversee the rules and regulations or get their approval before they are finally made?,0,-,-,-,-,NP,-,-,-
688,688_201,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential","THE PRESIDENT. Well, I am sure you are familiar with the fact that under our system of government of checks and balances the President can't tell the Congress to establish a committee or a subcommittee. They are a separate and coordinate branch of our government. In fact, they would probably do just the opposite if I recommended it. If you recommended it, they might proceed with it. No, I am being very serious. I don't think that the Federal Government-and I can only speak for the Federal Government--should override responsible local or State decisions. And frankly, that is one of the reasons why I have tried so hard to get the Congress to move from categorical grant programs, where some bureaucrat in Washington makes the decision and overrides the decisionmaking process of a local official or a State official. And under the program where I recommend taking Federal money and giving it to the local officials and State officials, then you don't have some bureaucrat in Washington making the decision; you have the process handled right here in Keene or Manchester or Portsmouth or Conway or any one of the other places.",0,-,-,-,-,0,-,H,-
688,688_202,Remarks and a Question-and-Answer Session at a Public Forum in Keene.,Gerald R. Ford,"February 19, 1976","Miscellaneous, Miscellaneous Remarks, Presidential",Thank you all. It's a great pleasure to see you. Good luck to you.,0,-,-,-,-,0,-,H,-
740,740_1,NATO Ministerial Meeting Text of Remarks at the First Session of the Meeting.,Jimmy Carter,"May 10, 1977","Miscellaneous, Miscellaneous Remarks, Presidential",Introduction,1,0,-,H,-,0,-,H,-
740,740_2,NATO Ministerial Meeting Text of Remarks at the First Session of the Meeting.,Jimmy Carter,"May 10, 1977","Miscellaneous, Miscellaneous Remarks, Presidential","Mr. President, Mr. Secretary General, Excellencies, and members of the Council:",1,0,-,H,-,0,,H,-
740,740_3,NATO Ministerial Meeting Text of Remarks at the First Session of the Meeting.,Jimmy Carter,"May 10, 1977","Miscellaneous, Miscellaneous Remarks, Presidential",We meet at an important time in the development of the international institutions on which our countries rely.,1,0,-,H,-,0,-,H,-
740,740_4,NATO Ministerial Meeting Text of Remarks at the First Session of the Meeting.,Jimmy Carter,"May 10, 1977","Miscellaneous, Miscellaneous Remarks, Presidential",Here in London last week the leaders of seven nations and of the Commission of the European Communities pledged to join others in strengthening these institutions in the economic field.,1,0,-,H,-,0,-,H,-
740,740_5,NATO Ministerial Meeting Text of Remarks at the First Session of the Meeting.,Jimmy Carter,"May 10, 1977","Miscellaneous, Miscellaneous Remarks, Presidential","Today and tomorrow this Council will discuss how to adapt the Alliance to meet the military and political challenges of the 1980's. Taken together, these meetings should give new impetus to relations among our industrial democracies.",1,0,-,H,-,0,-,H,-
740,740_6,NATO Ministerial Meeting Text of Remarks at the First Session of the Meeting.,Jimmy Carter,"May 10, 1977","Miscellaneous, Miscellaneous Remarks, Presidential","At the center of this effort must be strong ties between Europe and North America. In maintaining and strengthening these ties, my administration will be guided by certain principles. Simply stated:",1,0,-,H,-,0,-,H,-
740,740_7,NATO Ministerial Meeting Text of Remarks at the First Session of the Meeting.,Jimmy Carter,"May 10, 1977","Miscellaneous, Miscellaneous Remarks, Presidential",--We will continue to make the Alliance the heart of our foreign policy.,1,0,-,H,-,0,-,H,-
740,740_8,NATO Ministerial Meeting Text of Remarks at the First Session of the Meeting.,Jimmy Carter,"May 10, 1977","Miscellaneous, Miscellaneous Remarks, Presidential",--We will remain a reliable and faithful ally.,1,0,-,H,-,0,-,H,-
740,740_9,NATO Ministerial Meeting Text of Remarks at the First Session of the Meeting.,Jimmy Carter,"May 10, 1977","Miscellaneous, Miscellaneous Remarks, Presidential","--We will join with you to strengthen the Alliance--politically, economically, and militarily.",1,0,-,H,-,0,-,L,"""Strengthen"" could be a subtle dig at European contributions"
740,740_10,NATO Ministerial Meeting Text of Remarks at the First Session of the Meeting.,Jimmy Carter,"May 10, 1977","Miscellaneous, Miscellaneous Remarks, Presidential","--We will ask for and listen to the advice of our allies. And we will give our views in return, candidly and as friends.",1,0,-,H,-,0,-,H,-
740,740_11,NATO Ministerial Meeting Text of Remarks at the First Session of the Meeting.,Jimmy Carter,"May 10, 1977","Miscellaneous, Miscellaneous Remarks, Presidential",This effort rests on a strong foundation. The state of the Alliance is good. Its strategy and doctrine are solid. We derive added strength and new pride from the fact that all 15 of our member countries are now democracies. Our Alliance is a pact for peace and a pact for freedom.,1,0,-,H,A general praise of NATO,0,-,H,-
740,740_12,NATO Ministerial Meeting Text of Remarks at the First Session of the Meeting.,Jimmy Carter,"May 10, 1977","Miscellaneous, Miscellaneous Remarks, Presidential",The Alliance is even stronger because of solid progress toward Western European unification and the expanding role of the European Community in world affairs. The United States welcomes this development and will work closely with the Community.,1,1,P,H,"By saying that ""the expanding role of the European Community in world affairs"" strengthens NATO, Carter praises the role of European countries in the organization",0,-,H,-
740,740_13,NATO Ministerial Meeting Text of Remarks at the First Session of the Meeting.,Jimmy Carter,"May 10, 1977","Miscellaneous, Miscellaneous Remarks, Presidential",Political,1,0,-,H,-,0,-,H,-
